step,time,body_id,mass,x,y,z,vx,vy,vz
0,0.0,0,1.0,-1.0,0.0,0.0,,,
0,0.0,1,1.0,1.0,0.0,0.0,,,
1,0.049999999999999996,0,1.0,-0.9996875278320223,-0.024997422049041693,0.0,,,
1,0.049999999999999996,1,1.0,0.9996875278320223,0.024997422049041693,0.0,,,
2,0.10000000000000002,0,1.0,-0.9987503066286698,-0.04997922210152104,0.0,,,
2,0.10000000000000002,1,1.0,0.9987503066286698,0.04997922210152104,0.0,,,
3,0.15000000000000005,0,1.0,-0.9971889221695333,-0.07492978792718318,0.0,,,
3,0.15000000000000005,1,1.0,0.9971889221695333,0.07492978792718318,0.0,,,
4,0.2000000000000001,0,1.0,-0.9950043503468337,-0.09983352682227406,0.0,,,
4,0.2000000000000001,1,1.0,0.9950043503468337,0.09983352682227406,0.0,,,
5,0.2500000000000001,0,1.0,-0.9921979565550454,-0.12467487535750957,0.0,,,
5,0.2500000000000001,1,1.0,0.9921979565550454,0.12467487535750957,0.0,,,
6,0.30000000000000016,0,1.0,-0.9887714948369032,-0.14943830910771744,0.0,,,
6,0.30000000000000016,1,1.0,0.9887714948369032,0.14943830910771744,0.0,,,
7,0.3500000000000002,0,1.0,-0.9847271067863318,-0.17410835235706126,0.0,,,
7,0.3500000000000002,1,1.0,0.9847271067863318,0.17410835235706126,0.0,,,
8,0.40000000000000024,0,1.0,-0.980067320208983,-0.19866958777377117,0.0,,,
8,0.40000000000000024,1,1.0,0.980067320208983,0.19866958777377117,0.0,,,
9,0.4500000000000003,0,1.0,-0.9747950475412227,-0.22310666604832363,0.0,,,
9,0.4500000000000003,1,1.0,0.9747950475412227,0.22310666604832363,0.0,,,
10,0.5000000000000003,0,1.0,-0.9689135840285568,-0.24740431548903866,0.0,,,
10,0.5000000000000003,1,1.0,0.9689135840285568,0.24740431548903866,0.0,,,
11,0.5500000000000004,0,1.0,-0.9624266056646426,-0.27154735156908594,0.0,,,
11,0.5500000000000004,1,1.0,0.9624266056646426,0.27154735156908594,0.0,,,
12,0.6000000000000004,0,1.0,-0.955338166892173,-0.2955206864189252,0.0,,,
12,0.6000000000000004,1,1.0,0.955338166892173,0.2955206864189252,0.0,,,
13,0.6500000000000005,0,1.0,-0.9476526980670809,-0.3193093382582384,0.0,,,
13,0.6500000000000005,1,1.0,0.9476526980670809,0.3193093382582384,0.0,,,
14,0.7000000000000005,0,1.0,-0.9393750026876483,-0.34289844076145004,0.0,,,
14,0.7000000000000005,1,1.0,0.9393750026876483,0.34289844076145004,0.0,,,
15,0.7500000000000006,0,1.0,-0.9305102543902636,-0.36627325235097447,0.0,,,
15,0.7500000000000006,1,1.0,0.9305102543902636,0.36627325235097447,0.0,,,
16,0.8000000000000006,0,1.0,-0.9210639937137057,-0.3894191654123728,0.0,,,
16,0.8000000000000006,1,1.0,0.9210639937137057,0.3894191654123728,0.0,,,
17,0.8500000000000006,0,1.0,-0.9110421246339891,-0.4123217154256534,0.0,,,
17,0.8500000000000006,1,1.0,0.9110421246339891,0.4123217154256534,0.0,,,
18,0.9000000000000007,0,1.0,-0.9004509108719382,-0.43496659000700005,0.0,,,
18,0.9000000000000007,1,1.0,0.9004509108719382,0.43496659000700005,0.0,,,
19,0.9500000000000007,0,1.0,-0.8892969719758084,-0.4573396378552717,0.0,,,
19,0.9500000000000007,1,1.0,0.8892969719758084,0.4573396378552717,0.0,,,
20,1.0000000000000007,0,1.0,-0.8775872791814111,-0.47942687759767266,0.0,,,
20,1.0000000000000007,1,1.0,0.8775872791814111,0.47942687759767266,0.0,,,
21,1.0499999999999996,0,1.0,-0.8653291510523357,-0.5012145065290625,0.0,,,
21,1.0499999999999996,1,1.0,0.8653291510523357,0.5012145065290625,0.0,,,
22,1.0999999999999985,0,1.0,-0.8525302489030054,-0.5226889092394345,0.0,,,
22,1.0999999999999985,1,1.0,0.8525302489030054,0.5226889092394345,0.0,,,
23,1.1499999999999975,0,1.0,-0.839198572007432,-0.5438366661241649,0.0,,,
23,1.1499999999999975,1,1.0,0.839198572007432,0.5438366661241649,0.0,,,
24,1.1999999999999964,0,1.0,-0.8253424525966772,-0.564644561771714,0.0,,,
24,1.1999999999999964,1,1.0,0.8253424525966772,0.564644561771714,0.0,,,
25,1.2499999999999953,0,1.0,-0.8109705506481554,-0.5850995932235261,0.0,,,
25,1.2499999999999953,1,1.0,0.8109705506481554,0.5850995932235261,0.0,,,
26,1.2999999999999943,0,1.0,-0.7960918484700426,-0.6051889781009662,0.0,,,
26,1.2999999999999943,1,1.0,0.7960918484700426,0.6051889781009662,0.0,,,
27,1.3499999999999932,0,1.0,-0.7807156450841874,-0.6249001625942091,0.0,,,
27,1.3499999999999932,1,1.0,0.7807156450841874,0.6249001625942091,0.0,,,
28,1.3999999999999921,0,1.0,-0.7648515504110467,-0.6442208293080864,0.0,,,
28,1.3999999999999921,1,1.0,0.7648515504110467,0.6442208293080864,0.0,,,
29,1.449999999999991,0,1.0,-0.7485094792602853,-0.6631389049599825,0.0,,,
29,1.449999999999991,1,1.0,0.7485094792602853,0.6631389049599825,0.0,,,
30,1.49999999999999,0,1.0,-0.7316996451308115,-0.68164256792497,0.0,,,
30,1.49999999999999,1,1.0,0.7316996451308115,0.68164256792497,0.0,,,
31,1.549999999999989,0,1.0,-0.7144325538241317,-0.6997202556234671,0.0,,,
31,1.549999999999989,1,1.0,0.7144325538241317,0.6997202556234671,0.0,,,
32,1.5999999999999879,0,1.0,-0.6967189968750241,-0.7173606717467949,0.0,,,
32,1.5999999999999879,1,1.0,0.6967189968750241,0.7173606717467949,0.0,,,
33,1.6499999999999868,0,1.0,-0.6785700448036521,-0.7345527933161246,0.0,,,
33,1.6499999999999868,1,1.0,0.6785700448036521,0.7345527933161246,0.0,,,
34,1.6999999999999857,0,1.0,-0.6599970401933404,-0.7512858775703981,0.0,,,
34,1.6999999999999857,1,1.0,0.6599970401933404,0.7512858775703981,0.0,,,
35,1.7499999999999847,0,1.0,-0.6410115905983566,-0.7675494686789218,0.0,,,
35,1.7499999999999847,1,1.0,0.6410115905983566,0.7675494686789218,0.0,,,
36,1.7999999999999836,0,1.0,-0.6216255612861354,-0.7833334042744361,0.0,,,
36,1.7999999999999836,1,1.0,0.6216255612861354,0.7833334042744361,0.0,,,
37,1.8499999999999825,0,1.0,-0.6018510678184965,-0.7986278218025831,0.0,,,
37,1.8499999999999825,1,1.0,0.6018510678184965,0.7986278218025831,0.0,,,
38,1.8999999999999815,0,1.0,-0.5817004684765009,-0.8134231646838028,0.0,,,
38,1.8999999999999815,1,1.0,0.5817004684765009,0.8134231646838028,0.0,,,
39,1.9499999999999804,0,1.0,-0.5611863565336913,-0.8277101882838143,0.0,,,
39,1.9499999999999804,1,1.0,0.5611863565336913,0.8277101882838143,0.0,,,
40,1.9999999999999793,0,1.0,-0.5403215523825547,-0.8414799656889486,0.0,,,
40,1.9999999999999793,1,1.0,0.5403215523825547,0.8414799656889486,0.0,,,
41,2.0499999999999785,0,1.0,-0.5191190955191407,-0.854723893282734,0.0,,,
41,2.0499999999999785,1,1.0,0.5191190955191407,0.854723893282734,0.0,,,
42,2.0999999999999774,0,1.0,-0.4975922363908512,-0.8674336961202471,0.0,,,
42,2.0999999999999774,1,1.0,0.4975922363908512,0.8674336961202471,0.0,,,
43,2.1499999999999764,0,1.0,-0.4757544281125082,-0.8796014330968803,0.0,,,
43,2.1499999999999764,1,1.0,0.4757544281125082,0.8796014330968803,0.0,,,
44,2.1999999999999753,0,1.0,-0.4536193180558872,-0.8912195019082975,0.0,,,
44,2.1999999999999753,1,1.0,0.4536193180558872,0.8912195019082975,0.0,,,
45,2.2499999999999742,0,1.0,-0.4312007393179794,-0.9022806437984883,0.0,,,
45,2.2499999999999742,1,1.0,0.4312007393179794,0.9022806437984883,0.0,,,
46,2.299999999999973,0,1.0,-0.40851270207332535,-0.9127779480929558,0.0,,,
46,2.299999999999973,1,1.0,0.40851270207332535,0.9127779480929558,0.0,,,
47,2.349999999999972,0,1.0,-0.3855693848158321,-0.9227048565142132,0.0,,,
47,2.349999999999972,1,1.0,0.3855693848158321,0.9227048565142132,0.0,,,
48,2.399999999999971,0,1.0,-0.36238512549555657,-0.9320551672769013,0.0,,,
48,2.399999999999971,1,1.0,0.36238512549555657,0.9320551672769013,0.0,,,
49,2.44999999999997,0,1.0,-0.3389744125560016,-0.9408230389599725,0.0,,,
49,2.44999999999997,1,1.0,0.3389744125560016,0.9408230389599725,0.0,,,
50,2.499999999999969,0,1.0,-0.3153518758775335,-0.9490029941535316,0.0,,,
50,2.499999999999969,1,1.0,0.3153518758775335,0.9490029941535316,0.0,,,
51,2.549999999999968,0,1.0,-0.2915322776325891,-0.9565899228780618,0.0,,,
51,2.549999999999968,1,1.0,0.2915322776325891,0.9565899228780618,0.0,,,
52,2.599999999999967,0,1.0,-0.2675305030583923,-0.9635790857739084,0.0,,,
52,2.599999999999967,1,1.0,0.2675305030583923,0.9635790857739084,0.0,,,
53,2.6499999999999657,0,1.0,-0.24336155115295577,-0.9699661170590363,0.0,,,
53,2.6499999999999657,1,1.0,0.24336155115295577,0.9699661170590363,0.0,,,
54,2.6999999999999647,0,1.0,-0.2190405253001848,-0.9757470272532222,0.0,,,
54,2.6999999999999647,1,1.0,0.2190405253001848,0.9757470272532222,0.0,,,
55,2.7499999999999636,0,1.0,-0.19458262382995117,-0.9809182056669876,0.0,,,
55,2.7499999999999636,1,1.0,0.19458262382995117,0.9809182056669876,0.0,,,
56,2.7999999999999625,0,1.0,-0.1700031305190384,-0.9854764226537306,0.0,,,
56,2.7999999999999625,1,1.0,0.1700031305190384,0.9854764226537306,0.0,,,
57,2.8499999999999615,0,1.0,-0.14531740503890092,-0.9894188316236554,0.0,,,
57,2.8499999999999615,1,1.0,0.14531740503890092,0.9894188316236554,0.0,,,
58,2.8999999999999604,0,1.0,-0.12054087335621008,-0.9927429708182549,0.0,,,
58,2.8999999999999604,1,1.0,0.12054087335621008,0.9927429708182549,0.0,,,
59,2.9499999999999593,0,1.0,-0.09568901809218987,-0.9954467648442459,0.0,,,
59,2.9499999999999593,1,1.0,0.09568901809218987,0.9954467648442459,0.0,,,
60,2.9999999999999583,0,1.0,-0.07077736884676933,-0.9975285259660108,0.0,,,
60,2.9999999999999583,1,1.0,0.07077736884676933,0.9975285259660108,0.0,,,
61,3.049999999999957,0,1.0,-0.04582149249360196,-0.9989869551557474,0.0,,,
61,3.049999999999957,1,1.0,0.04582149249360196,0.9989869551557474,0.0,,,
62,3.099999999999956,0,1.0,-0.02083698345201786,-0.999821142900685,0.0,,,
62,3.099999999999956,1,1.0,0.02083698345201786,0.999821142900685,0.0,,,
63,3.149999999999955,0,1.0,0.004160546058010047,-1.0000305697668688,0.0,,,
63,3.149999999999955,1,1.0,-0.004160546058010047,1.0000305697668688,0.0,,,
64,3.199999999999954,0,1.0,0.029155475771795315,-0.9996151067191773,0.0,,,
64,3.199999999999954,1,1.0,-0.029155475771795315,0.9996151067191773,0.0,,,
65,3.249999999999953,0,1.0,0.054132187140665734,-0.9985750151973792,0.0,,,
65,3.249999999999953,1,1.0,-0.054132187140665734,0.9985750151973792,0.0,,,
66,3.299999999999952,0,1.0,0.07907507309139017,-0.9969109469481974,0.0,,,
66,3.299999999999952,1,1.0,-0.07907507309139017,0.9969109469481974,0.0,,,
67,3.349999999999951,0,1.0,0.10396854777820651,-0.9946239436134927,0.0,,,
67,3.349999999999951,1,1.0,-0.10396854777820651,0.9946239436134927,0.0,,,
68,3.3999999999999497,0,1.0,0.12879705632135785,-0.9917154360748406,0.0,,,
68,3.3999999999999497,1,1.0,-0.12879705632135785,0.9917154360748406,0.0,,,
69,3.4499999999999487,0,1.0,0.15354508452605337,-0.9881872435549179,0.0,,,
69,3.4499999999999487,1,1.0,-0.15354508452605337,0.9881872435549179,0.0,,,
70,3.4999999999999476,0,1.0,0.17819716857578244,-0.9840415724762741,0.0,,,
70,3.4999999999999476,1,1.0,-0.17819716857578244,0.9840415724762741,0.0,,,
71,3.5499999999999465,0,1.0,0.20273790469392786,-0.9792810150782105,0.0,,,
71,3.5499999999999465,1,1.0,-0.20273790469392786,0.9792810150782105,0.0,,,
72,3.5999999999999455,0,1.0,0.2271519587676441,-0.9739085477926442,0.0,,,
72,3.5999999999999455,1,1.0,-0.2271519587676441,0.9739085477926442,0.0,,,
73,3.6499999999999444,0,1.0,0.25142407592799076,-0.9679275293799808,0.0,,,
73,3.6499999999999444,1,1.0,-0.25142407592799076,0.9679275293799808,0.0,,,
74,3.6999999999999433,0,1.0,0.2755390900803388,-0.9613416988261719,0.0,,,
74,3.6999999999999433,1,1.0,-0.2755390900803388,0.9613416988261719,0.0,,,
75,3.7499999999999423,0,1.0,0.299481933379099,-0.9541551730022817,0.0,,,
75,3.7499999999999423,1,1.0,-0.299481933379099,0.9541551730022817,0.0,,,
76,3.799999999999941,0,1.0,0.32323764564085894,-0.9463724440880358,0.0,,,
76,3.799999999999941,1,1.0,-0.32323764564085894,0.9463724440880358,0.0,,,
77,3.84999999999994,0,1.0,0.34679138369004936,-0.937998376760971,0.0,,,
77,3.84999999999994,1,1.0,-0.34679138369004936,0.937998376760971,0.0,,,
78,3.899999999999939,0,1.0,0.3701284306313095,-0.9290382051529541,0.0,,,
78,3.899999999999939,1,1.0,-0.3701284306313095,0.9290382051529541,0.0,,,
79,3.949999999999938,0,1.0,0.39323420504276263,-0.9194975295759771,0.0,,,
79,3.949999999999938,1,1.0,-0.39323420504276263,0.9194975295759771,0.0,,,
80,3.999999999999937,0,1.0,0.416094270084464,-0.9093823130192873,0.0,,,
80,3.999999999999937,1,1.0,-0.416094270084464,0.9093823130192873,0.0,,,
81,4.049999999999936,0,1.0,0.4386943425163379,-0.8986988774200484,0.0,,,
81,4.049999999999936,1,1.0,-0.4386943425163379,0.8986988774200484,0.0,,,
82,4.099999999999935,0,1.0,0.4610203016199773,-0.8874538997098687,0.0,,,
82,4.099999999999935,1,1.0,-0.4610203016199773,0.8874538997098687,0.0,,,
83,4.149999999999934,0,1.0,0.4830581980187386,-0.8756544076396793,0.0,,,
83,4.149999999999934,1,1.0,-0.4830581980187386,0.8756544076396793,0.0,,,
84,4.199999999999933,0,1.0,0.5047942623906292,-0.8633077753855735,0.0,,,
84,4.199999999999933,1,1.0,-0.5047942623906292,0.8633077753855735,0.0,,,
85,4.249999999999932,0,1.0,0.5262149140685528,-0.8504217189383627,0.0,,,
85,4.249999999999932,1,1.0,-0.5262149140685528,0.8504217189383627,0.0,,,
86,4.2999999999999305,0,1.0,0.5473067695225479,-0.8370042912797371,0.0,,,
86,4.2999999999999305,1,1.0,-0.5473067695225479,0.8370042912797371,0.0,,,
87,4.3499999999999295,0,1.0,0.5680566507187292,-0.8230638773480471,0.0,,,
87,4.3499999999999295,1,1.0,-0.5680566507187292,0.8230638773480471,0.0,,,
88,4.399999999999928,0,1.0,0.5884515933497186,-0.8086091887968615,0.0,,,
88,4.399999999999928,1,1.0,-0.5884515933497186,0.8086091887968615,0.0,,,
89,4.449999999999927,0,1.0,0.6084788549314315,-0.7936492585495786,0.0,,,
89,4.449999999999927,1,1.0,-0.6084788549314315,0.7936492585495786,0.0,,,
90,4.499999999999926,0,1.0,0.6281259227611737,-0.7781934351534999,0.0,,,
90,4.499999999999926,1,1.0,-0.6281259227611737,0.7781934351534999,0.0,,,
91,4.549999999999925,0,1.0,0.6473805217320823,-0.7622513769368967,0.0,,,
91,4.549999999999925,1,1.0,-0.6473805217320823,0.7622513769368967,0.0,,,
92,4.599999999999924,0,1.0,0.6662306219990412,-0.7458330459727236,0.0,,,
92,4.599999999999924,1,1.0,-0.6662306219990412,0.7458330459727236,0.0,,,
93,4.649999999999923,0,1.0,0.6846644464912919,-0.7289487018527557,0.0,,,
93,4.649999999999923,1,1.0,-0.6846644464912919,0.7289487018527557,0.0,,,
94,4.699999999999922,0,1.0,0.7026704782670553,-0.7116088952760387,0.0,,,
94,4.699999999999922,1,1.0,-0.7026704782670553,0.7116088952760387,0.0,,,
95,4.749999999999921,0,1.0,0.7202374677055806,-0.693824461455662,0.0,,,
95,4.749999999999921,1,1.0,-0.7202374677055806,0.693824461455662,0.0,,,
96,4.79999999999992,0,1.0,0.73735443953214,-0.6756065133479774,0.0,,,
96,4.79999999999992,1,1.0,-0.73735443953214,0.6756065133479774,0.0,,,
97,4.849999999999919,0,1.0,0.7540106996715881,-0.6569664347084895,0.0,,,
97,4.849999999999919,1,1.0,-0.7540106996715881,0.6569664347084895,0.0,,,
98,4.899999999999918,0,1.0,0.7701958419262175,-0.6379158729787612,0.0,,,
98,4.899999999999918,1,1.0,-0.7701958419262175,0.6379158729787612,0.0,,,
99,4.949999999999917,0,1.0,0.7858997544737476,-0.6184667320087782,0.0,,,
99,4.949999999999917,1,1.0,-0.7858997544737476,0.6184667320087782,0.0,,,
100,4.999999999999916,0,1.0,0.8011126261813992,-0.5986311646193161,0.0,,,
100,4.999999999999916,1,1.0,-0.8011126261813992,0.5986311646193161,0.0,,,
101,5.049999999999915,0,1.0,0.8158249527321162,-0.5784215650089578,0.0,,,
101,5.049999999999915,1,1.0,-0.8158249527321162,0.5784215650089578,0.0,,,
102,5.0999999999999135,0,1.0,0.8300275425591256,-0.5578505610105042,0.0,,,
102,5.0999999999999135,1,1.0,-0.8300275425591256,0.5578505610105042,0.0,,,
103,5.149999999999912,0,1.0,0.8437115225851297,-0.5369310062016104,0.0,,,
103,5.149999999999912,1,1.0,-0.8437115225851297,0.5369310062016104,0.0,,,
104,5.199999999999911,0,1.0,0.8568683437625615,-0.5156759718745783,0.0,,,
104,5.199999999999911,1,1.0,-0.8568683437625615,0.5156759718745783,0.0,,,
105,5.24999999999991,0,1.0,0.8694897864114476,-0.4940987388703166,0.0,,,
105,5.24999999999991,1,1.0,-0.8694897864114476,0.4940987388703166,0.0,,,
106,5.299999999999909,0,1.0,0.881567965351559,-0.47221278928156596,0.0,,,
106,5.299999999999909,1,1.0,-0.881567965351559,0.47221278928156596,0.0,,,
107,5.349999999999908,0,1.0,0.8930953348256453,-0.4500317980305715,0.0,,,
107,5.349999999999908,1,1.0,-0.8930953348256453,0.4500317980305715,0.0,,,
108,5.399999999999907,0,1.0,0.9040646932106936,-0.4275696243264562,0.0,,,
108,5.399999999999907,1,1.0,-0.9040646932106936,0.4275696243264562,0.0,,,
109,5.449999999999906,0,1.0,0.9144691875142738,-0.40484030300762985,0.0,,,
109,5.449999999999906,1,1.0,-0.9144691875142738,0.40484030300762985,0.0,,,
110,5.499999999999905,0,1.0,0.9243023176531696,-0.38185803577463623,0.0,,,
110,5.499999999999905,1,1.0,-0.9243023176531696,0.38185803577463623,0.0,,,
111,5.549999999999904,0,1.0,0.9335579405116337,-0.35863718231890884,0.0,,,
111,5.549999999999904,1,1.0,-0.9335579405116337,0.35863718231890884,0.0,,,
112,5.599999999999903,0,1.0,0.9422302737767355,-0.3351922513529724,0.0,,,
112,5.599999999999903,1,1.0,-0.9422302737767355,0.3351922513529724,0.0,,,
113,5.649999999999902,0,1.0,0.9503138995484187,-0.31153789154768674,0.0,,,
113,5.649999999999902,1,1.0,-0.9503138995484187,0.31153789154768674,0.0,,,
114,5.699999999999901,0,1.0,0.9578037677220141,-0.2876888823821871,0.0,,,
114,5.699999999999901,1,1.0,-0.9578037677220141,0.2876888823821871,0.0,,,
115,5.7499999999999,0,1.0,0.9646951991411071,-0.26366012491223084,0.0,,,
115,5.7499999999999,1,1.0,-0.9646951991411071,0.26366012491223084,0.0,,,
116,5.799999999999899,0,1.0,0.970983888518795,-0.2394666324627105,0.0,,,
116,5.799999999999899,1,1.0,-0.970983888518795,0.2394666324627105,0.0,,,
117,5.8499999999998975,0,1.0,0.976665907125512,-0.21512352125013703,0.0,,,
117,5.8499999999998975,1,1.0,-0.976665907125512,0.21512352125013703,0.0,,,
118,5.899999999999896,0,1.0,0.9817377052417551,-0.19064600094094722,0.0,,,
118,5.899999999999896,1,1.0,-0.9817377052417551,0.19064600094094722,0.0,,,
119,5.949999999999895,0,1.0,0.9861961143741762,-0.16604936515152197,0.0,,,
119,5.949999999999895,1,1.0,-0.9861961143741762,0.16604936515152197,0.0,,,
120,5.999999999999894,0,1.0,0.9900383492336672,-0.14134898189584325,0.0,,,
120,5.999999999999894,1,1.0,-0.9900383492336672,0.14134898189584325,0.0,,,
121,6.049999999999893,0,1.0,0.9932620094742015,-0.11656028398674749,0.0,,,
121,6.049999999999893,1,1.0,-0.9932620094742015,0.11656028398674749,0.0,,,
122,6.099999999999892,0,1.0,0.9958650811913541,-0.0916987593967626,0.0,,,
122,6.099999999999892,1,1.0,-0.9958650811913541,0.0916987593967626,0.0,,,
123,6.149999999999891,0,1.0,0.997845938179562,-0.06677994158454159,0.0,,,
123,6.149999999999891,1,1.0,-0.997845938179562,0.06677994158454159,0.0,,,
124,6.19999999999989,0,1.0,0.9992033429473481,-0.04181939979292588,0.0,,,
124,6.19999999999989,1,1.0,-0.9992033429473481,0.04181939979292588,0.0,,,
125,6.249999999999889,0,1.0,0.9999364474898708,-0.01683272932468979,0.0,,,
125,6.249999999999889,1,1.0,-0.9999364474898708,0.01683272932468979,0.0,,,
126,6.299999999999888,0,1.0,1.0000447938183235,0.008164458197968455,0.0,,,
126,6.299999999999888,1,1.0,-1.0000447938183235,-0.008164458197968455,0.0,,,
127,6.349999999999887,0,1.0,0.9995283142458514,0.03315654458411442,0.0,,,
127,6.349999999999887,1,1.0,-0.9995283142458514,-0.03315654458411442,0.0,,,
128,6.399999999999886,0,1.0,0.9983873314298068,0.05812791482886195,0.0,,,
128,6.399999999999886,1,1.0,-0.9983873314298068,-0.05812791482886195,0.0,,,
129,6.449999999999885,0,1.0,0.9966225581703201,0.08306296686617064,0.0,,,
129,6.449999999999885,1,1.0,-0.9966225581703201,-0.08306296686617064,0.0,,,
130,6.499999999999884,0,1.0,0.9942350969653085,0.10794612131357331,0.0,,,
130,6.499999999999884,1,1.0,-0.9942350969653085,-0.10794612131357331,0.0,,,
131,6.549999999999883,0,1.0,0.9912264393222024,0.1327618312027557,0.0,,,
131,6.549999999999883,1,1.0,-0.9912264393222024,-0.1327618312027557,0.0,,,
132,6.5999999999998815,0,1.0,0.9875984648268141,0.1574945916899195,0.0,,,
132,6.5999999999998815,1,1.0,-0.9875984648268141,-0.1574945916899195,0.0,,,
133,6.6499999999998805,0,1.0,0.9833534399699329,0.1821289497398718,0.0,,,
133,6.6499999999998805,1,1.0,-0.9833534399699329,-0.1821289497398718,0.0,,,
134,6.699999999999879,0,1.0,0.9784940167323728,0.20664951377780133,0.0,,,
